time,e_line,u_L,u_R,v,omega
38.67,0.00699901767834588,0.578105683972274,0.621894316027726,0.6,0.218943160277256
38.68,0.00706526500157077,0.577939612751591,0.622060387248409,0.6,0.220603872484085
38.69,0.00713133569353861,0.577773581001759,0.622226418998241,0.6,0.222264189982413
38.7,0.00719722810248554,0.577607592873562,0.622392407126438,0.6,0.223924071264384
38.71,0.0072629405811048,0.577441652516694,0.622558347483306,0.6,0.225583474833059
38.72,0.00732847148658777,0.577275764079658,0.622724235920342,0.6,0.227242359203418
38.73,0.00739381918066526,0.577109931709655,0.622890068290345,0.6,0.228900682903453
38.74,0.00745898202964838,0.576944159552484,0.623055840447516,0.6,0.230558404475161
38.75,0.0075239584044692,0.576778451752443,0.623221548247557,0.6,0.232215482475571
38.76,0.00758874668072178,0.576612812452217,0.623387187547783,0.6,0.233871875477835
38.77,0.00765334523870259,0.576447245792779,0.623552754207221,0.6,0.235527542072209
38.78,0.00771775246345109,0.576281755913288,0.623718244086712,0.6,0.237182440867121
38.79,0.00778196674478992,0.576116346950983,0.623883653049017,0.6,0.23883653049017
38.8,0.00784598647736545,0.575951023041078,0.624048976958922,0.6,0.240489769589218
38.81,0.00790981006068773,0.575785788316663,0.624214211683337,0.6,0.242142116833374
38.82,0.00797343589917041,0.575620646908597,0.624379353091403,0.6,0.243793530914026
38.83,0.0080368624021709,0.575455602945407,0.624544397054593,0.6,0.245443970545925
38.84,0.00810008798402992,0.575290660553184,0.624709339446816,0.6,0.24709339446816
38.85,0.00816311106411127,0.575125823855478,0.624874176144522,0.6,0.248741761445225
38.86,0.00822593006684113,0.574961096973198,0.625038903026802,0.6,0.250389030268016
38.87,0.00828854342174775,0.574796484024509,0.625203515975491,0.6,0.252035159754912
38.88,0.00835094956350056,0.574631989124724,0.625368010875276,0.6,0.253680108752763
38.89,0.00841314693194919,0.574467616386209,0.625532383613791,0.6,0.255323836137914
38.9,0.00847513397216271,0.574303369918272,0.625696630081728,0.6,0.256966300817281
38.91,0.00853690913446833,0.574139253827067,0.625860746172933,0.6,0.258607461729328
38.92,0.00859847087449027,0.573975272215488,0.626024727784512,0.6,0.260247277845123
38.93,0.00865981765318814,0.573811429183067,0.626188570816933,0.6,0.261885708169333
38.94,0.00872094793689571,0.57364772882587,0.62635227117413,0.6,0.263522711741299
38.95,0.00878186019735907,0.573484175236399,0.626515824763601,0.6,0.265158247636014
38.96,0.00884255291177493,0.573320772503483,0.626679227496517,0.6,0.266792274965169
38.97,0.0089030245628285,0.573157524712185,0.626842475287815,0.6,0.268424752878152
38.98,0.0089632736387317,0.572994435943688,0.627005564056312,0.6,0.270055640563116
38.99,0.00902329863326082,0.572831510275205,0.627168489724795,0.6,0.271684897247952
39,0.00908309804579402,0.572668751779868,0.627331248220132,0.6,0.273312482201316
39.01,0.00914267038134915,0.572506164526632,0.627493835473368,0.6,0.274938354733678
39.02,0.00920201415062093,0.572343752580169,0.627656247419831,0.6,0.27656247419831
39.03,0.00926112787001826,0.572181520000769,0.627818479999231,0.6,0.278184799992313
39.04,0.00932001006170114,0.572019470844239,0.627980529155761,0.6,0.279805291557611
39.05,0.0093786592536179,0.571857609161799,0.628142390838201,0.6,0.281423908382015
39.06,0.00943707397954183,0.571695938999981,0.628304061000019,0.6,0.283040610000187
39.07,0.00949525277910775,0.571534464400534,0.628465535599466,0.6,0.284655355994659
39.08,0.00955319419784873,0.571373189400312,0.628626810599688,0.6,0.286268105996879
39.09,0.00961089678723233,0.571212118031183,0.628787881968817,0.6,0.287878819688173
39.1,0.00966835910469685,0.571051254319921,0.628948745680079,0.6,0.289487456800791
39.11,0.00972557971368728,0.570890602288113,0.629109397711887,0.6,0.291093977118874
39.12,0.0097825571836914,0.570730165952049,0.629269834047951,0.6,0.292698340479511
39.13,0.00983929009027548,0.57056994932263,0.62943005067737,0.6,0.294300506773703
39.14,0.00989577701511973,0.570409956405264,0.629590043594736,0.6,0.295900435947359
39.15,0.009952016546054,0.570250191199765,0.629749808800235,0.6,0.29749808800235
39.16,0.010008007277093,0.570090657700255,0.629909342299745,0.6,0.299093422997452
39.17,0.0100637478084713,0.569931359895062,0.630068640104938,0.6,0.300686401049379
39.18,0.0101192367466785,0.569772301766625,0.630227698233375,0.6,0.302276982333747
39.19,0.0101744727044941,0.569613487291388,0.630386512708612,0.6,0.303865127086121
39.2,0.010229454301022,0.569454920439704,0.630545079560296,0.6,0.305450795602962
39.21,0.0102841801617252,0.569296605175736,0.630703394824264,0.6,0.307033948242641
39.22,0.0103386489184599,0.569138545457359,0.630861454542641,0.6,0.308614545426414
39.23,0.0103928592095102,0.568980745236055,0.631019254763945,0.6,0.310192547639446
39.24,0.0104468096796216,0.568823208456824,0.631176791543176,0.6,0.311767915431764
39.25,0.010500498980035,0.568665939058076,0.631334060941924,0.6,0.313340609419241
39.26,0.0105539257685208,0.568508940971538,0.631491059028462,0.6,0.314910590284624
39.27,0.0106070887094121,0.568352218122153,0.631647781877847,0.6,0.316477818778468
39.28,0.0106599864736382,0.568195774427985,0.631804225572015,0.6,0.318042255720147
39.29,0.0107126177387576,0.568039613800119,0.63196038619988,0.6,0.319603861998805
39.3,0.0107649811889914,0.567883740142562,0.632116259857438,0.6,0.321162598574379
39.31,0.0108170755152563,0.567728157352146,0.632271842647854,0.6,0.322718426478539
39.32,0.0108688994151966,0.567572869318435,0.632427130681565,0.6,0.324271306815652
39.33,0.0109204515932176,0.56741787992362,0.63258212007638,0.6,0.325821200763804
39.34,0.0109717307605176,0.567263193042428,0.632736806957572,0.6,0.327368069575723
39.35,0.0110227356351201,0.567108812542023,0.632891187457977,0.6,0.328911874579775
39.36,0.0110734649419057,0.56695474228191,0.63304525771809,0.6,0.330452577180902
39.37,0.0111239174126445,0.566800986113837,0.633199013886163,0.6,0.33199013886163
39.38,0.0111740917860274,0.5666475478817,0.6333524521183,0.6,0.333524521182998
39.39,0.0112239868076976,0.566494431421448,0.633505568578552,0.6,0.335055685785517
39.4,0.0112736012302822,0.566341640560984,0.633658359439016,0.6,0.336583594390162
39.41,0.0113229338134232,0.56618917912007,0.633810820879929,0.6,0.338108208799295
39.42,0.0113719833238087,0.566037050910236,0.633962949089764,0.6,0.339629490897637
39.43,0.0114207485352033,0.565885259734679,0.634114740265321,0.6,0.341147402653206
39.44,0.0114692282284793,0.56573380938817,0.63426619061183,0.6,0.342661906118296
39.45,0.011517421191647,0.56558270365696,0.63441729634304,0.6,0.344172963430396
39.46,0.0115653262198848,0.565431946318684,0.634568053681316,0.6,0.345680536813157
39.47,0.0116129421155695,0.565281541142269,0.634718458857731,0.6,0.347184588577312
39.48,0.0116602676883061,0.565131491887835,0.634868508112165,0.6,0.348685081121654
39.49,0.0117073017549578,0.564981802306605,0.635018197693395,0.6,0.350181976933949
39.5,0.0117540431396753,0.564832476140813,0.635167523859187,0.6,0.351675238591869
39.51,0.0118004906739266,0.564683517123604,0.635316482876396,0.6,0.35316482876396
39.52,0.0118466431965256,0.564534928978946,0.635465071021054,0.6,0.354650710210542
39.53,0.0118924995536618,0.564386715421534,0.635613284578466,0.6,0.356132845784662
39.54,0.0119380585989284,0.564238880156701,0.635761119843299,0.6,0.357611198432994
39.55,0.0119833191933519,0.564091426880319,0.635908573119681,0.6,0.359085731196812
39.56,0.0120282802054197,0.563944359278713,0.636055640721287,0.6,0.360556407212872
39.57,0.0120729405111088,0.563797681028566,0.636202318971434,0.6,0.36202318971434
39.58,0.012117298993914,0.563651395796826,0.636348604203174,0.6,0.36348604203174
39.59,0.0121613545448754,0.563505507240616,0.636494492759384,0.6,0.364944927593839
